"Origin","Reside","Age","Gender","BldGrp","InRel","BldGrp_Prtnr","help_Ppl","Enyj_Grp","Chs_Wrds_Care","Take_Chrg","Get_Nervs_Talkng","Like_Ordr","Get_Upset","Modest_Achieve","Adventure","Enjy_attentn","Variety_Routine","Feel_Emo","Hard_Trust_Ppl","Avoid_Arguing","Avoid_alone","Detail_Orntd","Focus_on_present","Go_With_Flow","Talk_abt_Own_Feelngs","Fun_Party_Aftr_Wrk","Rarely_Insecure","AgeGroup"
"Nigeria","Nigeria",26,"Female","O+","No","I don't know","Strongly Agree","Neutral","Strongly Agree","Agree","Neutral","Strongly Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Neutral","Agree","Disagree","Strongly agree","Neutral","Disagree","Disagree","Strongly disagree","Strongly agree","20 - 29"
"Mozambique","USA",26,"Female","O+","No","O+","Agree","Strongly Agree","Agree","Agree","Strongly disagree","Agree","Disagree","Neutral","Agree","Neutral","Agree","Strongly agree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Disagree","Disagree","20 - 29"
"India","USA",23,"Female","O+","No","I don't know","Strongly Agree","Neutral","Strongly Agree","Neutral","Agree","Strongly Agree","Disagree","Agree","Neutral","Neutral","Strongly agree","Strongly agree","Neutral","Strongly agree","Agree","Neutral","Neutral","Disagree","Neutral","Agree","Neutral","20 - 29"
"India","India",32,"Male","O+","Yes","B+","Agree","Agree","Agree","Neutral","Agree","Neutral","Disagree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Agree","Agree","Strongly agree","Agree","Neutral","Disagree","Strongly agree","Neutral","30 - 39"
"Nigeria","South Africa",27,"Male","A+","Yes","AB+","Neutral","Disagree","Agree","Neutral","Disagree","Agree","Disagree","Strongly agree","Disagree","Strongly disagree","Agree","Agree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Disagree","Agree","Disagree","Disagree","Strongly disagree","20 - 29"
"Ghana","Ghana",28,"Female","O+","No","I don't know","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Agree","Strongly agree","Strongly Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","20 - 29"
"India","Côte d'Ivoire",30,"Female","AB+","Yes","B+","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","30 - 39"
"Kenya","Mauritius",32,"Male","A+","Yes","O+","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Strongly agree","Neutral","Neutral","Strongly agree","Strongly agree","Disagree","Disagree","Neutral","Strongly agree","Neutral","Disagree","Agree","Disagree","Strongly agree","30 - 39"
"Nigeria","USA",32,"Male","O+","Yes","I don't know","Strongly disagree","Neutral","Strongly Agree","Agree","Disagree","Strongly Agree","Neutral","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Disagree","Strongly disagree","Strongly agree","Neutral","Disagree","Strongly disagree","Strongly disagree","Strongly agree","30 - 39"
"India","Canada",32,"Male","A+","Yes","A+","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Strongly agree","Disagree","Agree","Neutral","Agree","Agree","Strongly agree","Agree","Agree","Disagree","30 - 39"
"Côte d'Ivoire","Canada",22,"Male","A+","Yes","I don't know","Agree","Agree","Neutral","Strongly Agree","Neutral","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Neutral","Agree","20 - 29"
"India","Canada",27,"Female","B+","Yes","I don't know","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Agree","Disagree","Disagree","Neutral","Neutral","Neutral","Disagree","Disagree","20 - 29"
"Kenya","Kenya",28,"Female","B+","No","N/A","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","20 - 29"
"Côte d'Ivoire","USA",23,"Female","O+","No","I don't know","Strongly Agree","Agree","Agree","Disagree","Agree","Neutral","Disagree","Agree","Disagree","Strongly disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Neutral","Neutral","Disagree","20 - 29"
"Canada","Canada",32,"Male","O+","Yes","I don't know","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Disagree","Disagree","Neutral","Neutral","Neutral","Disagree","Disagree","Neutral","Neutral","Neutral","Strongly disagree","Disagree","30 - 39"
"Kenya","Kenya",27,"Female","AB-","Yes","B+","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","20 - 29"
"Nigeria","England",29,"Female","AB+","No","I don't know","Strongly Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Neutral","Neutral","Neutral","Disagree","Neutral","Agree","Agree","Disagree","Disagree","Neutral","Neutral","Disagree","Neutral","Neutral","Strongly disagree","20 - 29"
"Ghana","South Africa",28,"Male","AB-","No","I don't know","Neutral","Strongly Agree","Strongly disagree","Neutral","Neutral","Neutral","Disagree","Neutral","Strongly Agree","Disagree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Neutral","20 - 29"
"Ethiopia","Ethiopia",31,"Female","B+","Yes","I don't know","Strongly Agree","Agree","Strongly Agree","Disagree","Agree","Neutral","Neutral","Strongly agree","Disagree","Neutral","Agree","Agree","Disagree","Strongly agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Neutral","30 - 39"
"India","UK",28,"Female","A+","No","N/A","Agree","Neutral","Neutral","Agree","Strongly agree","Strongly Agree","Strongly Agree","Strongly agree","Neutral","Strongly disagree","Strongly disagree","Neutral","Neutral","Agree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Agree","Strongly disagree","Disagree","20 - 29"
"Côte d'Ivoire","USA",32,"Male","B+","Yes","O+","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Strongly disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Strongly disagree","Disagree","30 - 39"
"Ghana","USA",31,"Female","O+","Yes","B+","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Agree","Neutral","Agree","Neutral","Disagree","Strongly disagree","Strongly agree","Neutral","Strongly agree","Strongly disagree","Agree","Disagree","Disagree","Disagree","Strongly disagree","Agree","30 - 39"
"Cameroon","South Africa",39,"Male","O+","Yes","I don't know","Agree","Neutral","Agree","Strongly Agree","Disagree","Neutral","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly disagree","Disagree","Agree","30 - 39"
"France","France",53,"Female","AB+","Yes","O+","Agree","Neutral","Agree","Agree","Disagree","Agree","Neutral","Agree","Disagree","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","50 - 59"
"Nigeria","USA",25,"Female","A+","Yes","I don't know","Agree","Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","Neutral","Disagree","Agree","Disagree","Neutral","Strongly agree","Agree","Strongly disagree","Disagree","Neutral","Disagree","20 - 29"
"Nigeria","Nigeria",23,"Female","O+","Yes","A+","Strongly Agree","Neutral","Strongly Agree","Agree","Agree","Strongly Agree","Neutral","Agree","Agree","Disagree","Disagree","Agree","Disagree","Neutral","Strongly disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","20 - 29"
"Nigeria","Nigeria",25,"Female","O+","No","I don't know","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Agree","Disagree","Strongly agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Strongly agree","Disagree","Agree","20 - 29"
"Nigeria","Nigeria",25,"Female","O+","No","I don't know","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Agree","Disagree","Strongly agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Strongly agree","Disagree","Agree","20 - 29"
"Nigeria","Nigeria",26,"Male","B+","No","N/A","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Neutral","Agree","Agree","Strongly disagree","Neutral","Disagree","Agree","Neutral","Strongly agree","Neutral","Strongly agree","Strongly agree","20 - 29"
"Burkina Faso","USA",40,"Male","B-","No","N/A","Agree","Agree","Agree","Agree","Disagree","Strongly disagree","Disagree","Agree","Agree","Strongly disagree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","40 - 49"
"Kenya","USA",29,"Female","O+","No","N/A","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Agree","Disagree","Strongly agree","Agree","Strongly disagree","Neutral","Strongly agree","Disagree","Neutral","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Neutral","20 - 29"
"Nigeria","Nigeria",26,"Male","A+","Yes","A+","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Neutral","Neutral","Strongly agree","Strongly Agree","Neutral","Strongly agree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Agree","20 - 29"
"Kenya","Kenya",29,"Female","O+","Yes","A+","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly agree","20 - 29"
"India","India",27,"Male","O+","Yes","B+","Neutral","Disagree","Disagree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly disagree","Neutral","Strongly agree","Strongly agree","Strongly disagree","Agree","Neutral","Neutral","Disagree","Strongly disagree","Strongly disagree","Agree","Disagree","Agree","20 - 29"
"Côte d'Ivoire","Côte d'Ivoire",27,"Female","O-","No","I don't know","Strongly Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","20 - 29"
"Canada","Canada",30,"Male","B+","Yes","O+","Strongly Agree","Agree","Neutral","Agree","Agree","Neutral","Strongly disagree","Agree","Agree","Neutral","Disagree","Agree","Strongly disagree","Agree","Disagree","Agree","Agree","Disagree","Neutral","Disagree","Strongly agree","30 - 39"
"Vietnam","Canada",36,"Male","O+","Yes","I don't know","Agree","Agree","Agree","Strongly Agree","Strongly disagree","Neutral","Disagree","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Disagree","Disagree","Strongly disagree","Disagree","Disagree","Disagree","Agree","30 - 39"
"Côte d'Ivoire","Canada",26,"Male","B+","No","N/A","Strongly Agree","Strongly Agree","Agree","Neutral","Neutral","Strongly Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Neutral","Strongly agree","Agree","Neutral","Neutral","Agree","Disagree","Strongly agree","Neutral","20 - 29"
"India","India",34,"Male","B+","Yes","I don't know","Agree","Agree","Agree","Neutral","Neutral","Strongly Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","30 - 39"
"Côte d'Ivoire","Canada",35,"Male","O+","Yes","B-","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Neutral","Disagree","Agree","Disagree","Disagree","Agree","Neutral","Agree","Agree","Disagree","Strongly agree","Strongly agree","Agree","Disagree","Strongly agree","Neutral","30 - 39"
"Nigeria","Canada",30,"Male","O+","Yes","O+","Strongly Agree","Agree","Agree","Neutral","Strongly disagree","Agree","Agree","Agree","Strongly Agree","Strongly disagree","Agree","Strongly disagree","Disagree","Strongly disagree","Neutral","Agree","Strongly disagree","Strongly disagree","Agree","Disagree","Neutral","30 - 39"
"Mali","UAE",27,"Female","AB+","Yes","O+","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Neutral","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Disagree","Strongly agree","Agree","Disagree","Neutral","Disagree","Disagree","20 - 29"
"Guinea Conakry","USA",25,"Female","A+","No","I don't know","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Neutral","Strongly disagree","Strongly agree","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","20 - 29"
"USA","USA",27,"Female","A+","No","I don't know","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly disagree","Neutral","Disagree","Strongly agree","Strongly Agree","Strongly agree","Strongly agree","Strongly agree","Neutral","Strongly agree","Neutral","Agree","Neutral","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","20 - 29"
"India","India",24,"Female","B+","Yes","B+","Neutral","Neutral","Disagree","Agree","Disagree","Strongly disagree","Strongly disagree","Neutral","Agree","Agree","Neutral","Agree","Agree","Strongly disagree","Agree","Agree","Neutral","Disagree","Agree","Agree","Disagree","20 - 29"
"Nigeria","USA",28,"Male","O+","Yes","I don't know","Strongly Agree","Neutral","Neutral","Disagree","Strongly disagree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Neutral","Neutral","Strongly agree","20 - 29"
"Nigeria","Nigeria",24,"Male","B+","No","N/A","Agree","Agree","Agree","Agree","Neutral","Agree","Disagree","Agree","Neutral","Disagree","Agree","Agree","Disagree","Agree","Neutral","Agree","Disagree","Disagree","Neutral","Agree","Disagree","20 - 29"
"Canada","Canada",29,"Female","B+","Yes","I don't know","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly agree","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Strongly agree","Neutral","Strongly agree","Neutral","Disagree","Disagree","Disagree","Neutral","Neutral","Strongly disagree","20 - 29"
"South Africa","South Africa",28,"Male","B+","Yes","I don't know","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Neutral","Disagree","Strongly agree","Strongly Agree","Neutral","Strongly agree","Strongly agree","Agree","Agree","Disagree","Neutral","Neutral","Strongly agree","Disagree","Agree","Agree","20 - 29"
"Kenya","Kenya",31,"Female","O+","Yes","O+","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Neutral","Agree","Agree","Agree","Disagree","Strongly agree","Neutral","Disagree","Agree","Disagree","Disagree","30 - 39"
"Canada","Canada",25,"Female","O+","Yes","I don't know","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","20 - 29"
"India","Canada",27,"Male","O+","No","N/A","Agree","Agree","Neutral","Strongly Agree","Strongly disagree","Agree","Neutral","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Neutral","Disagree","Strongly disagree","Agree","Neutral","Strongly disagree","Strongly agree","20 - 29"
"Nigeria","South Africa",18,"Male","AB+","No","I don't know","Strongly Agree","Neutral","Agree","Agree","Neutral","Strongly Agree","Neutral","Agree","Strongly Agree","Neutral","Strongly agree","Disagree","Neutral","Strongly agree","Disagree","Agree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Agree","10 - 19"
"Chad","Dallas",23,"Female","O+","Yes","O-","Strongly Agree","Agree","Agree","Agree","Disagree","Neutral","Strongly disagree","Agree","Agree","Disagree","Neutral","Agree","Disagree","Agree","Neutral","Disagree","Agree","Agree","Disagree","Agree","Agree","20 - 29"
"Nigeria","Nigeria",28,"Male","O+","Yes","O+","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly agree","Neutral","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Agree","Neutral","Strongly agree","Strongly agree","Agree","Disagree","Disagree","20 - 29"
"Côte d'Ivoire","France",24,"Female","B+","No","I don't know","Strongly Agree","Neutral","Strongly Agree","Agree","Strongly disagree","Disagree","Strongly disagree","Agree","Neutral","Strongly disagree","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Disagree","Neutral","Strongly disagree","Strongly agree","20 - 29"
"Kenya","Kenya",38,"Female","A+","Yes","O+","Agree","Neutral","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Strongly agree","Disagree","Agree","Strongly agree","Disagree","Neutral","Strongly agree","Disagree","Disagree","Strongly agree","Disagree","Neutral","30 - 39"
"Côte d'Ivoire","Belgium",32,"Male","B+","Yes","B+","Strongly Agree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Strongly agree","Agree","Agree","Disagree","Agree","Agree","Neutral","Strongly disagree","Agree","Disagree","Disagree","Disagree","Strongly disagree","Strongly disagree","30 - 39"
"Côte d'Ivoire","Côte d'Ivoire",43,"Male","O+","Yes","O+","Agree","Neutral","Disagree","Agree","Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Neutral","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Neutral","Agree","Agree","40 - 49"
"South Africa","UK",28,"Female","A+","No","I don't know","Agree","Agree","Agree","Neutral","Strongly disagree","Neutral","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Disagree","Strongly agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","20 - 29"
"Guinea Conakry","USA",25,"Female","A+","No","I don't know","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Neutral","Strongly disagree","Strongly agree","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","20 - 29"
"Canada","Canada",29,"Female","B+","Yes","I don't know","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Strongly disagree","Agree","Strongly Agree","Strongly disagree","Agree","Strongly agree","Neutral","Disagree","Strongly disagree","Disagree","Disagree","Neutral","Agree","Disagree","Agree","20 - 29"
"Nigeria","Nigeria",24,"Male","O+","No","N/A","Agree","Neutral","Strongly Agree","Neutral","Disagree","Agree","Disagree","Agree","Neutral","Disagree","Agree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","20 - 29"
"Nigeria","Nigeria",28,"Male","B+","No","N/A","Agree","Agree","Agree","Agree","Strongly disagree","Strongly Agree","Disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Disagree","Strongly disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","20 - 29"
"Nigeria","USA",28,"Male","A+","No","N/A","Strongly Agree","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Neutral","Strongly agree","Agree","Neutral","Neutral","Strongly agree","Disagree","Disagree","Neutral","Disagree","Disagree","Neutral","Strongly agree","Disagree","Disagree","20 - 29"
"Nigeria","UK",28,"Male","O+","No","N/A","Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Agree","Disagree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Disagree","Disagree","Agree","Agree","20 - 29"
"Nigeria","USA",32,"Male","A-","No","N/A","Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","30 - 39"
"Nigeria","USA",27,"Male","O+","No","N/A","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Strongly disagree","Disagree","Neutral","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Agree","Strongly agree","Disagree","Disagree","Disagree","Agree","20 - 29"
"Nigeria","Nigeria",26,"Male","O-","No","N/A","Agree","Neutral","Agree","Neutral","Disagree","Agree","Strongly disagree","Agree","Agree","Strongly disagree","Strongly agree","Neutral","Strongly agree","Disagree","Disagree","Neutral","Strongly disagree","Disagree","Disagree","Disagree","Strongly agree","20 - 29"
"Nigeria","USA",26,"Male","O+","No","N/A","Agree","Neutral","Agree","Agree","Agree","Agree","Disagree","Agree","Neutral","Disagree","Neutral","Neutral","Disagree","Agree","Disagree","Disagree","Disagree","Neutral","Disagree","Strongly disagree","Agree","20 - 29"
"Nigeria","South Africa",29,"Male","A-","No","N/A","Neutral","Agree","Disagree","Strongly Agree","Neutral","Neutral","Strongly Agree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Strongly disagree","Agree","20 - 29"
"Nigeria","USA",31,"Female","A+","Yes","A+","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly disagree","Strongly Agree","Neutral","Agree","Agree","Agree","Neutral","Strongly agree","Strongly disagree","Strongly disagree","Neutral","Strongly agree","Agree","Disagree","Strongly agree","Agree","Strongly disagree","30 - 39"
"Nigeria","Nigeria",35,"Male","A+","Yes","A+","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Neutral","Strongly agree","Strongly Agree","Strongly disagree","Neutral","Strongly agree","Disagree","Neutral","Strongly disagree","Disagree","Strongly disagree","Neutral","Strongly disagree","Strongly disagree","Strongly agree","30 - 39"
"Canada","Canada",41,"Male","O+","Yes","I don't know","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Disagree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Neutral","Agree","Neutral","40 - 49"
"Philippines","Canada",50,"Female","B+","Yes","B+","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Neutral","Strongly disagree","Strongly agree","Strongly Agree","Neutral","Strongly agree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Neutral","Neutral","Disagree","Strongly disagree","50 - 59"
"Nigeria","USA",28,"Male","O+","No","N/A","Neutral","Neutral","Strongly Agree","Strongly disagree","Disagree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Disagree","Neutral","Neutral","Neutral","Agree","Disagree","Agree","20 - 29"
"Nigeria","USA",22,"Female","A+","No","I don't know","Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Agree","Strongly agree","Neutral","Agree","Neutral","Disagree","Strongly disagree","Agree","Disagree","Neutral","Neutral","20 - 29"
"Nigeria","Nigeria",28,"Male","O+","No","N/A","Neutral","Neutral","Agree","Neutral","Disagree","Agree","Strongly disagree","Agree","Agree","Neutral","Agree","Strongly agree","Agree","Neutral","Disagree","Disagree","Disagree","Agree","Strongly disagree","Agree","Agree","20 - 29"
"Nigeria","USA",27,"Male","O-","Yes","O-","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Neutral","Disagree","Neutral","Disagree","20 - 29"
"Côte d'Ivoire","France",27,"Male","A+","Yes","B-","Strongly Agree","Agree","Agree","Agree","Disagree","Neutral","Neutral","Agree","Strongly Agree","Agree","Strongly agree","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","20 - 29"
"Nigeria","Nigeria",28,"Male","O+","Yes","I don't know","Strongly Agree","Strongly Agree","Agree","Agree","Strongly disagree","Agree","Neutral","Agree","Strongly Agree","Disagree","Strongly agree","Agree","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Disagree","Agree","Strongly agree","20 - 29"
"Nigeria","Nigeria",27,"Female","O+","Yes","I don't know","Strongly Agree","Neutral","Strongly Agree","Neutral","Strongly agree","Neutral","Disagree","Agree","Strongly Agree","Neutral","Strongly agree","Strongly agree","Neutral","Strongly agree","Neutral","Neutral","Agree","Strongly agree","Agree","Strongly disagree","Strongly agree","20 - 29"
"Nigeria","USA",33,"Female","O+","No","N/A","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Neutral","Disagree","Neutral","Agree","Neutral","Disagree","Disagree","Agree","Neutral","Neutral","Agree","Strongly disagree","Agree","30 - 39"
"Yemen","Canada",24,"Female","A+","Yes","AB+","Agree","Agree","Neutral","Strongly Agree","Disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Strongly agree","Neutral","Neutral","Disagree","Agree","Neutral","Agree","Agree","Neutral","Neutral","20 - 29"
"Ethiopia","Ethiopia",27,"Male","AB-","No","I don't know","Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Disagree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Disagree","Disagree","Neutral","Neutral","Agree","20 - 29"
"Nigeria","Nigeria",20,"Female","O+","Yes","O+","Neutral","Neutral","Neutral","Neutral","Strongly agree","Agree","Agree","Strongly agree","Strongly Agree","Strongly agree","Agree","Agree","Strongly agree","Strongly disagree","Neutral","Neutral","Neutral","Agree","Strongly agree","Agree","Disagree","20 - 29"
"Philippines","Canada",48,"Female","O+","Yes","I don't know","Strongly Agree","Agree","Strongly Agree","Neutral","Neutral","Strongly Agree","Neutral","Strongly agree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Agree","40 - 49"
"Czech","Canada",42,"Female","A+","Yes","A-","Agree","Disagree","Neutral","Agree","Strongly agree","Strongly Agree","Agree","Agree","Disagree","Disagree","Strongly disagree","Agree","Agree","Disagree","Strongly disagree","Agree","Strongly agree","Disagree","Disagree","Disagree","Disagree","40 - 49"
"England","Canada",42,"Male","A-","Yes","A+","Neutral","Neutral","Agree","Strongly Agree","Strongly disagree","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Neutral","Strongly disagree","Neutral","Strongly disagree","Strongly disagree","Agree","Agree","Disagree","Agree","40 - 49"
"India","Canada",26,"Female","O+","Yes","I don't know","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly disagree","Strongly Agree","Neutral","Agree","Strongly Agree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Agree","Neutral","Neutral","Disagree","Agree","Agree","Neutral","20 - 29"
"Canada","Canada",14,"Female","A-","No","N/A","Agree","Neutral","Strongly Agree","Strongly Agree","Agree","Neutral","Agree","Strongly agree","Agree","Disagree","Neutral","Neutral","Agree","Agree","Disagree","Agree","Disagree","Neutral","Strongly disagree","Disagree","Neutral","10 - 19"
"Côte d'Ivoire","USA",23,"Female","O+","Yes","I don't know","Strongly Agree","Agree","Strongly Agree","Agree","Neutral","Agree","Disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Disagree","Neutral","Agree","Disagree","Agree","Agree","Agree","20 - 29"
"India","India",28,"Female","B+","Yes","B+","Agree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Agree","Agree","Strongly agree","Neutral","Strongly agree","Agree","Neutral","Neutral","Agree","Strongly agree","Strongly agree","Strongly disagree","Agree","Strongly disagree","20 - 29"
"Kenya","Kenya",27,"Female","O+","No","N/A","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Disagree","Agree","Agree","Disagree","Neutral","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Neutral","Disagree","20 - 29"
"India","India",27,"Male","O+","Yes","AB+","Agree","Neutral","Neutral","Disagree","Agree","Disagree","Agree","Strongly agree","Neutral","Disagree","Strongly disagree","Agree","Agree","Disagree","Strongly disagree","Agree","Disagree","Disagree","Agree","Strongly agree","Neutral","20 - 29"
